sidhu@sidhu:~$ ps aux
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root        1006  0.0  0.2 392028 12376 ?        Ssl  21:38   0:00 /usr/sb
root        1221  0.0  0.0 364316  2560 ?        Sl   21:38   0:03 /usr/bi
root        1224  0.0  0.0 304452  3596 ?        Sl   21:38   0:01 /usr/sb
root        1304  0.0  0.0      0     0 ?        I<   21:38   0:00 [kworke
root        1310  0.0  0.2  46900 11904 ?        Ss   21:38   0:00 /usr/sb
root        1317  0.0  0.4 120904 23040 ?        Ssl  21:38   0:00 /usr/bi
lp          1325  0.0  0.1  16836  6784 ?        S    21:38   0:00 /usr/li
lp          1326  0.0  0.1  16836  6528 ?        S    21:38   0:00 /usr/li
root        1329  0.0  0.1 323488  8960 ?        Ssl  21:38   0:00 /usr/sb
cups-br+    1344  0.0  0.3 268392 19840 ?        Ssl  21:38   0:00 /usr/sb
kernoops    1347  0.0  0.0  12744  2324 ?        Ss   21:38   0:00 /usr/sb
root        1358  0.0  0.0      0     0 ?        S    21:38   0:00 [psimon
kernoops    1369  0.0  0.0  12744  2092 ?        Ss   21:38   0:00 /usr/sb
rtkit       1463  0.0  0.0  22940  3328 ?        SNsl 21:38   0:00 /usr/li
colord      1575  0.0  0.2 328684 14640 ?        Ssl  21:39   0:00 /usr/li
root        1615  0.0  0.1 325552  8832 ?        Ssl  21:39   0:01 /usr/li
root        1853  0.0  0.0      0     0 ?        I<   21:39   0:00 [kworke
root        1990  0.0  0.2 398720 10752 ?        Sl   21:39   0:00 gdm-ses
sidhu       2015  0.0  0.2  21120 12768 ?        Ss   21:39   0:01 /usr/li
sidhu       2020  0.0  0.0  21460  3600 ?        S    21:39   0:00 (sd-pam
sidhu       2032  0.0  0.3 124672 15280 ?        S<sl 21:39   0:00 /usr/bi
sidhu       2033  0.0  0.1 106404  5888 ?        Ssl  21:39   0:00 /usr/bi
sidhu       2036  0.0  0.2  39000 11776 ?        Ss   21:39   0:00 /snap/s
sidhu       2039  0.0  0.3 415504 18432 ?        S<sl 21:39   0:00 /usr/bi
sidhu       2040  0.0  0.2 129680 14268 ?        S<sl 21:39   0:00 /usr/bi
